CustomerID,ChurnRisk,Confidence
1,Low,10.0
2,Low,14.3
3,Low,14.3
4,Low,10.0
5,Low,14.3
6,Low,14.3
7,Low,10.0
8,Low,14.3
9,Low,14.3
10,Low,14.3
11,Low,14.3
12,Low,10.0
13,Low,10.0
14,Low,10.0
15,Low,10.0
16,Low,14.3
17,Low,14.3
18,Low,10.0
19,Low,10.0
20,Low,10.0
21,Low,10.0
22,Low,10.0
23,Low,10.0
24,Low,10.0
25,Low,10.0
26,Low,10.0
27,Low,14.3
28,Low,10.0
29,Low,14.3
30,Low,14.3
31,Low,10.0
32,Low,14.3
33,Low,14.3
34,Low,10.0
35,Low,10.0
36,Low,14.3
37,Low,14.3
38,Low,14.3
39,Low,10.0
40,Low,14.3
41,Low,10.0
42,Low,14.3
43,Low,14.3
44,Low,14.3
45,Low,14.3
46,Low,14.3
47,Low,14.3
48,Low,14.3
49,Low,14.3
50,Low,14.3
51,Low,14.3
52,Low,14.3
53,Low,10.0
54,Low,14.3
55,Low,14.3
56,Low,14.3
57,Low,14.3
58,Low,14.3
59,Low,10.0
60,Low,14.3
61,Low,14.3
62,Low,14.3
63,Low,14.3
64,Low,14.3
65,Low,14.3
66,Low,14.3
67,Low,14.3
68,Low,14.3
69,Low,14.3
70,Low,14.3
71,Low,14.3
72,Low,10.0
73,Low,14.3
74,Low,14.3
75,Low,10.0
76,Low,14.3
77,Low,10.0
78,Low,10.0
79,Low,14.3
80,Low,14.3
81,Low,14.3
82,Low,10.0
83,Low,10.0
84,Low,14.3
85,Low,10.0
86,Low,10.0
87,Low,14.3
88,Low,10.0
89,Low,10.0
90,Low,14.3
91,Low,10.0
92,Low,14.3
93,Low,10.0
94,Low,10.0
95,Low,10.0
96,Low,14.3
97,Low,14.3
98,Low,14.3
99,Low,10.0
100,Low,10.0
101,Low,10.0
102,Low,10.0
103,Low,14.3
104,Low,10.0
105,Low,10.0
106,Low,14.3
107,Low,14.3
108,Low,14.3
109,Low,14.3
110,Low,14.3
111,Low,14.3
112,Low,14.3
113,Low,14.3
114,Low,14.3
115,Low,14.3
116,Low,14.3
117,Low,14.3
118,Low,10.0
119,Low,14.3
120,Low,14.3
121,Low,14.3
122,Low,14.3
123,Low,10.0
124,Low,14.3
125,Low,10.0
126,Low,14.3
127,Low,10.0
128,Low,14.3
129,Low,10.0
130,Low,14.3
131,Low,10.0
132,Low,14.3
133,Low,14.3
134,Low,10.0
135,Low,14.3
136,Low,14.3
137,Low,14.3
138,Low,14.3
139,Low,14.3
140,Low,14.3
141,Low,14.3
142,Low,10.0
143,Low,14.3
144,Low,10.0
145,Low,14.3
146,Low,14.3
147,Low,14.3
148,Low,14.3
149,Low,14.3
150,Low,10.0
151,Low,10.0
152,Low,10.0
153,Low,10.0
154,Low,14.3
155,Low,10.0
156,Low,10.0
157,Low,10.0
158,Low,10.0
159,Low,14.3
160,Low,14.3
161,Low,14.3
162,Low,10.0
163,Low,14.3
164,Low,10.0
165,Low,14.3
166,Low,14.3
167,Low,14.3
168,Low,14.3
169,Low,10.0
170,Low,14.3
171,Low,14.3
172,Low,14.3
173,Low,14.3
174,Low,14.3
175,Low,10.0
176,Low,14.3
177,Low,10.0
178,Low,14.3
179,Low,14.3
180,Low,14.3
181,Low,14.3
182,Low,10.0
183,Low,14.3
184,Low,10.0
185,Low,10.0
186,Low,10.0
187,Low,14.3
188,Low,10.0
189,Low,10.0
190,Low,14.3
191,Low,14.3
192,Low,14.3
193,Low,10.0
194,Low,14.3
195,Low,14.3
196,Low,14.3
197,Low,10.0
198,Low,14.3
199,Low,10.0
200,Low,14.3
201,Low,14.3
202,Low,14.3
203,Low,10.0
204,Low,14.3
205,Low,14.3
206,Low,10.0
207,Low,14.3
208,Low,14.3
209,Low,10.0
210,Low,14.3
211,Low,14.3
212,Low,10.0
213,Low,10.0
214,Low,14.3
215,Low,14.3
216,Low,14.3
217,Low,14.3
218,Low,10.0
219,Low,14.3
220,Low,10.0
221,Low,14.3
222,Low,10.0
223,Low,10.0
224,Low,10.0
225,Low,14.3
226,Low,14.3
227,Low,10.0
228,Low,14.3
229,Low,14.3
230,Low,14.3
231,Low,10.0
232,Low,10.0
233,Low,10.0
234,Low,14.3
235,Low,14.3
236,Low,14.3
237,Low,10.0
238,Low,14.3
239,Low,10.0
240,Low,14.3
241,Low,10.0
242,Low,14.3
243,Low,14.3
244,Low,14.3
245,Low,10.0
246,Low,14.3
247,Low,14.3
248,Low,10.0
249,Low,14.3
250,Low,14.3
251,Low,14.3
252,Low,10.0
253,Low,10.0
254,Low,14.3
255,Low,10.0
256,Low,10.0
257,Low,10.0
258,Low,14.3
259,Low,14.3
260,Low,14.3
261,Low,14.3
262,Low,14.3
263,Low,14.3
264,Low,14.3
265,Low,14.3
266,Low,14.3
267,Low,10.0
268,Low,10.0
269,Low,10.0
270,Low,14.3
271,Low,10.0
272,Low,14.3
273,Low,14.3
274,Low,10.0
275,Low,14.3
276,Low,10.0
277,Low,10.0
278,Low,10.0
279,Low,14.3
280,Low,10.0
281,Low,10.0
282,Low,10.0
283,Low,14.3
284,Low,14.3
285,Low,14.3
286,Low,14.3
287,Low,14.3
288,Low,14.3
289,Low,14.3
290,Low,10.0
291,Low,14.3
292,Low,14.3
293,Low,10.0
294,Low,14.3
295,Low,10.0
296,Low,14.3
297,Low,14.3
298,Low,10.0
299,Low,14.3
300,Low,10.0
301,Low,10.0
302,Low,14.3
303,Low,10.0
304,Low,10.0
305,Low,14.3
306,Low,14.3
307,Low,10.0
308,Low,14.3
309,Low,14.3
310,Low,14.3
311,Low,10.0
312,Low,14.3
313,Low,10.0
314,Low,14.3
315,Low,14.3
316,Low,10.0
317,Low,14.3
318,Low,10.0
319,Low,10.0
320,Low,14.3
321,Low,14.3
322,Low,14.3
323,Low,14.3
324,Low,10.0
325,Low,10.0
326,Low,14.3
327,Low,10.0
328,Low,14.3
329,Low,14.3
330,Low,14.3
331,Low,10.0
332,Low,14.3
333,Low,14.3
334,Low,14.3
335,Low,14.3
336,Low,14.3
337,Low,14.3
338,Low,10.0
339,Low,14.3
340,Low,14.3
341,Low,14.3
342,Low,14.3
343,Low,10.0
344,Low,10.0
345,Low,10.0
346,Low,10.0
347,Low,14.3
348,Low,14.3
349,Low,14.3
350,Low,10.0
351,Low,14.3
352,Low,14.3
353,Low,14.3
354,Low,10.0
355,Low,14.3
356,Low,10.0
357,Low,14.3
358,Low,14.3
359,Low,14.3
360,Low,10.0
361,Low,10.0
362,Low,14.3
363,Low,14.3
364,Low,14.3
365,Low,10.0
366,Low,10.0
367,Low,14.3
368,Low,14.3
369,Low,14.3
370,Low,14.3
371,Low,14.3
372,Low,14.3
373,Low,14.3
374,Low,14.3
375,Low,14.3
376,Low,10.0
377,Low,14.3
378,Low,14.3
379,Low,14.3
380,Low,10.0
381,Low,10.0
382,Low,14.3
383,Low,14.3
384,Low,14.3
385,Low,14.3
386,Low,10.0
387,Low,10.0
388,Low,10.0
389,Low,10.0
390,Low,14.3
391,Low,14.3
392,Low,14.3
393,Low,14.3
394,Low,10.0
395,Low,14.3
396,Low,14.3
397,Low,14.3
398,Low,14.3
399,Low,10.0
400,Low,14.3
401,Low,14.3
402,Low,14.3
403,Low,10.0
404,Low,14.3
405,Low,10.0
406,Low,10.0
407,Low,14.3
408,Low,10.0
409,Low,14.3
410,Low,14.3
411,Low,10.0
412,Low,10.0
413,Low,14.3
414,Low,14.3
415,Low,10.0
416,Low,10.0
417,Low,14.3
418,Low,14.3
419,Low,10.0
420,Low,10.0
421,Low,14.3
422,Low,10.0
423,Low,14.3
424,Low,10.0
425,Low,10.0
426,Low,14.3
427,Low,14.3
428,Low,14.3
429,Low,14.3
430,Low,14.3
431,Low,14.3
432,Low,14.3
433,Low,14.3
434,Low,14.3
435,Low,10.0
436,Low,14.3
437,Low,14.3
438,Low,14.3
439,Low,14.3
440,Low,14.3
441,Low,10.0
442,Low,10.0
443,Low,14.3
444,Low,14.3
445,Low,14.3
446,Low,14.3
447,Low,10.0
448,Low,14.3
449,Low,14.3
450,Low,14.3
451,Low,14.3
452,Low,10.0
453,Low,14.3
454,Low,14.3
455,Low,14.3
456,Low,10.0
457,Low,10.0
458,Low,10.0
459,Low,14.3
460,Low,10.0
461,Low,14.3
462,Low,10.0
463,Low,14.3
464,Low,14.3
465,Low,10.0
466,Low,14.3
467,Low,10.0
468,Low,14.3
469,Low,10.0
470,Low,10.0
471,Low,14.3
472,Low,14.3
473,Low,14.3
474,Low,10.0
475,Low,10.0
476,Low,14.3
477,Low,14.3
478,Low,14.3
479,Low,10.0
480,Low,14.3
481,Low,14.3
482,Low,10.0
483,Low,10.0
484,Low,14.3
485,Low,10.0
486,Low,14.3
487,Low,10.0
488,Low,14.3
489,Low,10.0
490,Low,14.3
491,Low,14.3
492,Low,14.3
493,Low,14.3
494,Low,10.0
495,Low,14.3
496,Low,14.3
497,Low,14.3
498,Low,14.3
499,Low,14.3
500,Low,10.0
501,Low,10.0
502,Low,10.0
503,Low,14.3
504,Low,14.3
505,Low,10.0
506,Low,10.0
507,Low,14.3
508,Low,14.3
509,Low,10.0
510,Low,10.0
511,Low,14.3
512,Low,14.3
513,Low,10.0
514,Low,14.3
515,Low,14.3
516,Low,10.0
517,Low,10.0
518,Low,14.3
519,Low,14.3
520,Low,14.3
521,Low,14.3
522,Low,14.3
523,Low,14.3
524,Low,14.3
525,Low,14.3
526,Low,10.0
527,Low,10.0
528,Low,10.0
529,Low,14.3
530,Low,14.3
531,Low,14.3
532,Low,14.3
533,Low,14.3
534,Low,14.3
535,Low,14.3
536,Low,10.0
537,Low,14.3
538,Low,10.0
539,Low,14.3
540,Low,14.3
541,Low,14.3
542,Low,10.0
543,Low,14.3
544,Low,14.3
545,Low,10.0
546,Low,14.3
547,Low,10.0
548,Low,14.3
549,Low,14.3
550,Low,10.0
551,Low,14.3
552,Low,14.3
553,Low,14.3
554,Low,10.0
555,Low,14.3
556,Low,14.3
557,Low,14.3
558,Low,14.3
559,Low,10.0
560,Low,10.0
561,Low,14.3
562,Low,14.3
563,Low,14.3
564,Low,10.0
565,Low,14.3
566,Low,10.0
567,Low,10.0
568,Low,14.3
569,Low,14.3
570,Low,10.0
571,Low,14.3
572,Low,10.0
573,Low,14.3
574,Low,10.0
575,Low,14.3
576,Low,10.0
577,Low,14.3
578,Low,14.3
579,Low,10.0
580,Low,10.0
581,Low,10.0
582,Low,14.3
583,Low,10.0
584,Low,14.3
585,Low,14.3
586,Low,14.3
587,Low,14.3
588,Low,10.0
589,Low,10.0
590,Low,14.3
591,Low,14.3
592,Low,14.3
593,Low,14.3
594,Low,14.3
595,Low,14.3
596,Low,14.3
597,Low,10.0
598,Low,14.3
599,Low,14.3
600,Low,14.3
601,Low,10.0
602,Low,14.3
603,Low,10.0
604,Low,10.0
605,Low,14.3
606,Low,10.0
607,Low,10.0
608,Low,10.0
609,Low,10.0
610,Low,14.3
611,Low,14.3
612,Low,10.0
613,Low,14.3
614,Low,14.3
615,Low,14.3
616,Low,10.0
617,Low,14.3
618,Low,14.3
619,Low,14.3
620,Low,10.0
621,Low,14.3
622,Low,14.3
623,Low,14.3
624,Low,14.3
625,Low,14.3
626,Low,14.3
627,Low,14.3
628,Low,14.3
629,Low,10.0
630,Low,14.3
631,Low,10.0
632,Low,14.3
633,Low,14.3
634,Low,14.3
635,Low,14.3
636,Low,10.0
637,Low,10.0
638,Low,14.3
639,Low,14.3
640,Low,14.3
641,Low,14.3
642,Low,14.3
643,Low,14.3
644,Low,14.3
645,Low,14.3
646,Low,14.3
647,Low,10.0
648,Low,14.3
649,Low,10.0
650,Low,10.0
651,Low,10.0
652,Low,10.0
653,Low,14.3
654,Low,14.3
655,Low,14.3
656,Low,14.3
657,Low,14.3
658,Low,14.3
659,Low,14.3
660,Low,10.0
661,Low,14.3
662,Low,14.3
663,Low,10.0
664,Low,10.0
665,Low,10.0
666,Low,10.0
667,Low,14.3
668,Low,10.0
669,Low,14.3
670,Low,14.3
671,Low,14.3
672,Low,10.0
673,Low,10.0
674,Low,14.3
675,Low,10.0
676,Low,10.0
677,Low,14.3
678,Low,14.3
679,Low,10.0
680,Low,10.0
681,Low,14.3
682,Low,14.3
683,Low,14.3
684,Low,14.3
685,Low,14.3
686,Low,14.3
687,Low,14.3
688,Low,14.3
689,Low,14.3
690,Low,14.3
691,Low,14.3
692,Low,14.3
693,Low,14.3
694,Low,10.0
695,Low,14.3
696,Low,10.0
697,Low,14.3
698,Low,14.3
699,Low,10.0
700,Low,14.3
701,Low,10.0
702,Low,14.3
703,Low,14.3
704,Low,10.0
705,Low,14.3
706,Low,14.3
707,Low,14.3
708,Low,10.0
709,Low,10.0
710,Low,14.3
711,Low,14.3
712,Low,14.3
713,Low,14.3
714,Low,14.3
715,Low,14.3
716,Low,10.0
717,Low,14.3
718,Low,10.0
719,Low,10.0
720,Low,10.0
721,Low,14.3
722,Low,14.3
723,Low,10.0
724,Low,14.3
725,Low,14.3
726,Low,14.3
727,Low,10.0
728,Low,10.0
729,Low,14.3
730,Low,10.0
731,Low,14.3
732,Low,10.0
733,Low,14.3
734,Low,14.3
735,Low,14.3
736,Low,10.0
737,Low,14.3
738,Low,14.3
739,Low,10.0
740,Low,14.3
741,Low,14.3
742,Low,14.3
743,Low,14.3
744,Low,14.3
745,Low,10.0
746,Low,10.0
747,Low,14.3
748,Low,14.3
749,Low,14.3
750,Low,14.3
751,Low,10.0
752,Low,14.3
753,Low,14.3
754,Low,14.3
755,Low,14.3
756,Low,14.3
757,Low,14.3
758,Low,10.0
759,Low,14.3
760,Low,14.3
761,Low,14.3
762,Low,14.3
763,Low,14.3
764,Low,14.3
765,Low,14.3
766,Low,14.3
767,Low,10.0
768,Low,14.3
769,Low,14.3
770,Low,14.3
771,Low,14.3
772,Low,14.3
773,Low,10.0
774,Low,14.3
775,Low,14.3
776,Low,14.3
777,Low,14.3
778,Low,14.3
779,Low,10.0
780,Low,14.3
781,Low,10.0
782,Low,14.3
783,Low,10.0
784,Low,10.0
785,Low,14.3
786,Low,14.3
787,Low,10.0
788,Low,14.3
789,Low,10.0
790,Low,14.3
791,Low,14.3
792,Low,10.0
793,Low,14.3
794,Low,14.3
795,Low,10.0
796,Low,14.3
797,Low,14.3
798,Low,14.3
799,Low,14.3
800,Low,14.3
801,Low,10.0
802,Low,14.3
803,Low,14.3
804,Low,10.0
805,Low,14.3
806,Low,10.0
807,Low,10.0
808,Low,10.0
809,Low,14.3
810,Low,14.3
811,Low,10.0
812,Low,14.3
813,Low,10.0
814,Low,14.3
815,Low,10.0
816,Low,14.3
817,Low,10.0
818,Low,14.3
819,Low,14.3
820,Low,14.3
821,Low,14.3
822,Low,14.3
823,Low,10.0
824,Low,14.3
825,Low,10.0
826,Low,14.3
827,Low,10.0
828,Low,10.0
829,Low,14.3
830,Low,10.0
831,Low,10.0
832,Low,10.0
833,Low,14.3
834,Low,14.3
835,Low,10.0
836,Low,14.3
837,Low,10.0
838,Low,14.3
839,Low,10.0
840,Low,14.3
841,Low,14.3
842,Low,14.3
843,Low,14.3
844,Low,10.0
845,Low,14.3
846,Low,14.3
847,Low,14.3
848,Low,10.0
