CustomerID,ChurnRisk,Confidence
1,Low,4.3
2,Low,6.8
3,Low,6.8
4,Low,4.3
5,Low,6.8
6,Low,6.8
7,Low,4.3
8,Low,6.8
9,Low,6.8
10,Low,6.8
11,Low,6.8
12,Low,4.3
13,Low,4.3
14,Low,4.3
15,Low,4.3
16,Low,6.8
17,Low,6.8
18,Low,4.3
19,Low,4.3
20,Low,4.3
21,Low,4.3
22,Low,4.3
23,Low,4.3
24,Low,4.3
25,Low,4.3
26,Low,4.3
27,Low,6.8
28,Low,4.3
29,Low,6.8
30,Low,6.8
31,Low,4.3
32,Low,6.8
33,Low,6.8
34,Low,4.3
35,Low,4.3
36,Low,6.8
37,Low,6.8
38,Low,6.8
39,Low,4.3
40,Low,6.8
41,Low,4.3
42,Low,6.8
43,Low,6.8
44,Low,6.8
45,Low,6.8
46,Low,6.8
47,Low,6.8
48,Low,6.8
49,Low,6.8
50,Low,6.8
51,Low,6.8
52,Low,6.8
53,Low,4.3
54,Low,6.8
55,Low,6.8
56,Low,6.8
57,Low,6.8
58,Low,6.8
59,Low,4.3
60,Low,6.8
61,Low,6.8
62,Low,6.8
63,Low,6.8
64,Low,6.8
65,Low,6.8
66,Low,6.8
67,Low,6.8
68,Low,6.8
69,Low,6.8
70,Low,6.8
71,Low,6.8
72,Low,4.3
73,Low,6.8
74,Low,6.8
75,Low,4.3
76,Low,6.8
77,Low,4.3
78,Low,4.3
79,Low,6.8
80,Low,6.8
81,Low,6.8
82,Low,4.3
83,Low,4.3
84,Low,6.8
85,Low,4.3
86,Low,4.3
87,Low,6.8
88,Low,4.3
89,Low,4.3
90,Low,6.8
91,Low,4.3
92,Low,6.8
93,Low,4.3
94,Low,4.3
95,Low,4.3
96,Low,6.8
97,Low,6.8
98,Low,6.8
99,Low,4.3
100,Low,4.3
101,Low,4.3
102,Low,4.3
103,Low,6.8
104,Low,4.3
105,Low,4.3
106,Low,6.8
107,Low,6.8
108,Low,6.8
109,Low,6.8
110,Low,6.8
111,Low,6.8
112,Low,6.8
113,Low,6.8
114,Low,6.8
115,Low,6.8
116,Low,6.8
117,Low,6.8
118,Low,4.3
119,Low,6.8
120,Low,6.8
121,Low,6.8
122,Low,6.8
123,Low,4.3
124,Low,6.8
125,Low,4.3
126,Low,6.8
127,Low,4.3
128,Low,6.8
129,Low,4.3
130,Low,6.8
131,Low,4.3
132,Low,6.8
133,Low,6.8
134,Low,4.3
135,Low,6.8
136,Low,6.8
137,Low,6.8
138,Low,6.8
139,Low,6.8
140,Low,6.8
141,Low,6.8
142,Low,4.3
143,Low,6.8
144,Low,4.3
145,Low,6.8
146,Low,6.8
147,Low,6.8
148,Low,6.8
149,Low,6.8
150,Low,4.3
151,Low,4.3
152,Low,4.3
153,Low,4.3
154,Low,6.8
155,Low,4.3
156,Low,4.3
157,Low,4.3
158,Low,4.3
159,Low,6.8
160,Low,6.8
161,Low,6.8
162,Low,4.3
163,Low,6.8
164,Low,4.3
165,Low,6.8
166,Low,6.8
167,Low,6.8
168,Low,6.8
169,Low,4.3
170,Low,6.8
171,Low,6.8
172,Low,6.8
173,Low,6.8
174,Low,6.8
175,Low,4.3
176,Low,6.8
177,Low,4.3
178,Low,6.8
179,Low,6.8
180,Low,6.8
181,Low,6.8
182,Low,4.3
183,Low,6.8
184,Low,4.3
185,Low,4.3
186,Low,4.3
187,Low,6.8
188,Low,4.3
189,Low,4.3
190,Low,6.8
191,Low,6.8
192,Low,6.8
193,Low,4.3
194,Low,6.8
195,Low,6.8
196,Low,6.8
197,Low,4.3
198,Low,6.8
199,Low,4.3
200,Low,6.8
201,Low,6.8
202,Low,6.8
203,Low,4.3
204,Low,6.8
205,Low,6.8
206,Low,4.3
207,Low,6.8
208,Low,6.8
209,Low,4.3
210,Low,6.8
211,Low,6.8
212,Low,4.3
213,Low,4.3
214,Low,6.8
215,Low,6.8
216,Low,6.8
217,Low,6.8
218,Low,4.3
219,Low,6.8
220,Low,4.3
221,Low,6.8
222,Low,4.3
223,Low,4.3
224,Low,4.3
225,Low,6.8
226,Low,6.8
227,Low,4.3
228,Low,6.8
229,Low,6.8
230,Low,6.8
231,Low,4.3
232,Low,4.3
233,Low,4.3
234,Low,6.8
235,Low,6.8
236,Low,6.8
237,Low,4.3
238,Low,6.8
239,Low,4.3
240,Low,6.8
241,Low,4.3
242,Low,6.8
243,Low,6.8
244,Low,6.8
245,Low,4.3
246,Low,6.8
247,Low,6.8
248,Low,4.3
249,Low,6.8
250,Low,6.8
251,Low,6.8
252,Low,4.3
253,Low,4.3
254,Low,6.8
255,Low,4.3
