CustomerID,ChurnRisk,Confidence
1,Low,1.9
2,Low,5.6
3,Low,2.9
4,Low,2.5
5,Low,7.1
6,Low,7.8
7,Low,5.1
8,Low,1.8
9,Low,18.9
10,Low,5.6
11,Low,4.5
12,Low,0.6
13,Low,14.8
14,Low,21.9
15,Low,15.2
16,Low,8.7
17,Low,1.7
18,Low,32.4
19,Low,5.1
20,Low,4.8
21,Low,3.3
22,Low,0.5
23,Low,3.1
24,Low,2.8
25,Low,5.1
26,Low,5.4
27,Low,17.5
28,Low,3.1
29,Low,0.6
30,Low,4.4
31,Low,11.6
32,Low,17.2
33,Low,3.2
34,Low,2.2
35,Low,3.4
36,Low,8.7
37,Low,7.3
38,Low,6.4
39,Low,21.0
40,Low,9.0
41,Low,5.1
42,Low,6.2
43,Low,1.0
44,Low,2.6
45,Low,5.4
46,Low,3.4
47,Low,2.1
48,Low,5.7
49,Low,4.3
50,Low,2.0
51,Low,2.4
52,Low,11.1
53,Low,3.5
54,Low,3.4
55,Low,5.2
56,Low,22.7
57,Low,12.4
58,Low,30.4
59,Low,4.7
60,Low,15.9
61,Low,17.9
62,Low,2.3
63,Low,3.8
64,Low,8.5
65,Low,10.6
66,Low,6.1
67,Low,2.8
68,Low,5.5
69,Low,1.3
70,Low,5.7
71,Low,3.2
72,Low,2.1
73,Low,23.3
74,Low,0.4
75,Low,2.6
76,Low,40.9
77,Low,9.2
78,Low,5.9
79,Low,6.0
80,Low,2.2
81,Low,8.8
82,Low,4.2
83,Low,5.2
84,Low,13.4
85,Low,1.2
86,Low,7.4
87,Low,3.6
88,Low,8.1
89,Low,0.9
90,Low,4.1
91,Low,4.4
92,Low,10.8
93,Low,1.1
94,Low,21.9
95,Low,9.6
96,Low,4.7
97,Low,5.7
98,Low,3.0
99,Low,1.1
100,Low,10.5
101,Low,2.2
102,Low,5.2
103,Low,15.9
104,Low,4.2
105,Low,30.5
106,Low,3.6
107,Low,9.6
108,Low,3.8
109,Low,15.5
110,Low,0.5
111,Low,22.1
112,Low,11.4
113,Low,2.4
114,Low,4.5
115,Low,5.6
116,Low,4.2
117,Low,3.8
118,Low,9.0
119,Low,1.1
120,Low,3.9
121,Low,22.0
122,Low,0.9
123,Low,5.7
124,Low,3.6
125,Low,0.9
126,Low,3.9
127,Low,3.3
128,Low,0.4
129,Low,5.6
130,Low,6.0
131,Low,4.3
132,Low,3.5
133,Low,2.8
134,Low,4.0
135,Low,3.6
136,Low,2.2
137,Low,3.7
138,Low,0.8
139,Low,1.5
140,Low,10.7
141,Low,0.8
142,Low,5.4
143,Low,13.5
144,Low,5.8
145,Low,0.4
146,Low,13.4
147,Low,1.4
148,Low,4.0
149,Low,3.1
150,Low,5.1
151,Low,4.3
152,Low,10.3
153,Low,8.5
154,Low,2.3
155,Low,0.9
156,Low,4.0
157,Low,3.9
158,Low,0.9
159,Low,4.1
160,Low,1.2
161,Low,6.0
162,Low,3.7
163,Low,7.3
164,Low,3.1
165,Low,1.2
166,Low,0.4
167,Low,6.7
168,Low,0.8
169,Low,3.8
170,Low,0.7
171,Low,3.1
172,Low,8.8
173,Low,3.9
174,Low,31.7
175,Low,1.1
176,Low,12.0
177,Low,6.6
178,Low,3.8
179,Low,16.0
180,Low,0.7
181,Low,2.5
182,Low,4.0
183,Low,4.0
184,Low,13.5
185,Low,5.0
186,Low,7.7
187,Low,4.7
188,Low,1.3
189,Low,0.5
190,Low,11.1
191,Low,4.4
192,Low,4.0
193,Low,2.2
194,Low,4.5
195,Low,2.0
196,Low,10.5
197,Low,3.7
198,Low,34.6
199,Low,4.9
200,Low,1.1
201,Low,10.7
202,Low,4.7
203,Low,11.0
204,Low,5.0
205,Low,4.0
206,Low,4.1
207,Low,5.8
208,Low,8.5
209,Low,20.7
210,Low,9.1
211,Low,4.2
212,Low,5.3
213,Low,4.7
214,Low,0.6
215,Low,3.1
216,Low,2.9
217,Low,3.6
218,Low,5.0
219,Low,2.0
220,Low,3.3
221,Low,10.0
222,Low,0.8
223,Low,2.2
224,Low,2.7
225,Low,1.4
226,Low,3.7
227,Low,4.4
228,Low,3.9
229,Low,4.5
230,Low,2.8
231,Low,38.1
232,Low,5.6
233,Low,8.3
234,Low,0.4
235,Low,13.5
236,Low,5.8
237,Low,1.8
238,Low,6.2
239,Low,11.4
240,Low,3.2
241,Low,0.9
242,Low,7.7
243,Low,5.8
244,Low,20.1
245,Low,8.2
246,Low,5.5
247,Low,6.4
248,Low,7.2
249,Low,3.2
250,Low,9.7
251,Low,5.1
252,Low,8.0
253,Low,3.3
