CustomerID,ChurnRisk,Confidence
1,High,54.4
2,Low,45.3
3,High,89.3
4,Low,21.9
5,High,56.5
6,High,53.3
7,Low,20.3
8,High,92.2
9,Low,44.9
10,Low,24.9
11,Low,24.5
12,Low,10.1
13,Low,12.9
14,Low,7.6
15,Low,12.8
16,Low,49.0
17,High,69.2
18,Low,6.3
19,High,76.3
20,Low,9.2
21,Low,15.5
22,Low,11.3
23,Low,46.9
24,Low,19.5
25,Low,30.1
26,Low,6.6
27,Low,33.8
28,Low,26.1
29,High,57.7
30,Low,12.3
31,High,77.4
32,Low,33.3
33,Low,43.0
34,Low,17.6
35,Low,11.0
36,High,67.0
37,Low,25.2
38,Low,26.5
39,Low,25.0
40,Low,28.7
41,Low,48.2
42,High,86.8
43,High,60.5
44,High,85.5
45,High,51.4
46,Low,23.0
47,Low,29.2
48,Low,41.4
49,Low,38.7
50,Low,30.2
51,Low,49.1
52,Low,30.0
53,Low,12.1
54,High,64.9
55,High,64.6
56,High,62.7
57,High,78.8
58,Low,28.4
59,High,58.7
60,High,53.7
61,Low,42.8
62,Low,27.8
63,Low,16.9
64,High,52.1
65,Low,26.4
66,Low,21.9
67,Low,38.4
68,Low,43.2
69,Low,22.4
70,Low,29.6
71,High,89.7
72,Low,34.9
73,Low,26.5
74,Low,14.8
75,Low,12.1
76,Low,25.5
77,Low,23.6
78,Low,27.6
79,Low,27.4
80,Low,42.9
81,Low,22.4
82,Low,42.9
83,Low,15.1
84,Low,28.3
85,Low,28.7
86,Low,7.8
87,Low,42.6
88,Low,9.3
89,High,75.9
90,Low,12.9
91,High,71.7
92,High,58.8
93,Low,15.2
94,Low,9.6
95,Low,15.1
96,Low,30.3
97,Low,41.9
98,Low,15.5
99,Low,10.4
100,Low,13.6
101,Low,47.3
102,Low,30.7
103,Low,26.7
104,Low,12.1
105,High,57.2
106,High,53.2
107,Low,19.1
108,Low,30.3
109,Low,40.1
110,Low,37.1
111,Low,17.2
112,Low,36.3
113,High,69.2
114,Low,30.7
115,Low,22.5
116,Low,19.0
117,Low,41.9
118,Low,21.3
119,Low,39.8
120,Low,32.3
121,Low,28.7
122,High,59.5
123,Low,16.6
124,High,62.8
125,Low,34.7
126,High,64.5
127,High,53.8
128,High,86.0
129,Low,17.2
130,Low,37.6
131,Low,9.0
132,Low,35.0
133,Low,35.1
134,Low,8.1
135,Low,32.0
136,Low,49.2
137,Low,32.7
138,Low,48.4
139,High,80.9
140,Low,26.1
141,High,67.2
142,Low,11.4
143,High,58.9
144,High,91.7
145,Low,43.6
146,Low,20.4
147,Low,27.9
148,Low,43.1
149,High,70.8
150,Low,12.4
151,Low,10.9
152,High,78.7
153,Low,23.0
154,Low,44.0
155,Low,18.7
156,High,75.1
157,Low,12.3
158,Low,6.8
159,Low,21.7
160,Low,42.3
161,Low,21.2
162,Low,12.7
163,High,73.3
164,Low,12.1
165,Low,43.5
166,Low,20.2
167,Low,41.4
168,High,65.1
169,Low,21.3
170,Low,17.3
171,Low,34.6
172,Low,22.7
173,High,59.4
174,Low,35.8
175,Low,12.1
176,Low,29.8
177,Low,12.0
178,Low,31.2
179,Low,48.1
180,High,64.8
181,High,60.2
182,Low,18.9
183,High,61.4
184,Low,15.0
185,High,52.7
186,Low,9.1
187,Low,49.3
188,Low,42.5
189,Low,8.3
190,Low,30.6
191,Low,35.2
192,Low,21.2
193,Low,21.8
194,Low,30.5
195,Low,16.4
196,Low,26.9
197,Low,8.1
198,Low,34.3
199,Low,28.1
200,Low,35.7
201,Low,23.8
202,High,54.0
203,High,68.1
204,Low,28.2
205,Low,37.7
206,Low,46.2
207,High,58.9
208,Low,32.2
209,High,80.2
210,High,65.8
211,Low,29.5
212,Low,10.1
213,Low,18.9
214,Low,25.2
215,Low,30.6
216,High,66.5
217,High,76.6
218,Low,10.8
219,Low,46.4
220,High,50.8
221,Low,18.7
222,Low,28.7
223,Low,16.1
224,High,54.8
225,High,63.0
226,Low,34.8
227,Low,8.1
228,High,85.3
229,High,85.3
230,Low,40.2
231,Low,6.1
232,Low,24.1
233,Low,12.6
234,Low,21.1
235,Low,32.5
236,High,55.7
237,Low,22.3
238,High,87.2
239,High,81.9
240,Low,13.1
241,Low,17.2
242,High,58.1
243,Low,24.2
244,Low,46.8
245,Low,9.9
246,High,63.9
247,Low,27.9
248,Low,8.5
249,Low,22.4
250,High,88.7
251,Low,39.6
252,Low,7.8
253,Low,10.2
254,Low,30.5
255,Low,36.9
256,Low,24.0
257,Low,14.0
258,Low,21.7
259,Low,25.6
260,Low,34.7
261,Low,37.2
262,High,80.9
263,Low,26.3
264,Low,23.2
265,Low,19.2
266,Low,39.8
267,Low,8.5
268,Low,15.6
269,High,52.1
270,Low,46.1
271,Low,14.2
272,High,82.5
273,Low,22.4
274,Low,12.1
275,Low,22.4
276,Low,14.9
277,Low,49.6
278,High,53.9
279,Low,31.2
280,High,85.5
281,Low,14.3
282,Low,10.9
283,Low,31.1
284,Low,49.0
285,Low,20.1
286,Low,36.3
287,Low,37.3
288,Low,34.9
289,Low,22.6
290,Low,11.6
291,Low,47.0
292,Low,36.1
293,Low,7.1
294,Low,43.4
295,Low,12.5
296,Low,41.4
297,Low,27.0
298,High,80.0
299,High,61.2
300,Low,10.3
301,Low,11.4
302,Low,43.0
303,Low,17.3
304,Low,9.9
305,Low,42.1
306,Low,22.7
307,High,60.1
308,Low,29.1
309,High,88.4
310,Low,25.4
311,Low,5.9
312,Low,35.7
313,Low,18.5
314,High,87.1
315,Low,29.7
316,Low,16.4
317,High,87.0
318,Low,17.9
319,Low,37.3
320,Low,29.3
321,High,61.5
322,Low,23.7
323,High,64.5
324,Low,10.3
325,Low,12.4
326,Low,41.9
327,Low,14.6
328,High,80.2
329,Low,27.6
330,Low,15.8
331,Low,21.3
332,High,62.0
333,Low,47.8
334,Low,38.3
335,Low,42.9
336,Low,33.5
337,Low,18.2
338,Low,14.7
339,High,54.9
340,High,57.6
341,Low,35.8
342,Low,41.6
343,Low,26.9
344,Low,8.2
345,Low,12.3
346,Low,27.3
347,Low,28.0
348,Low,49.9
349,Low,24.2
350,Low,10.9
351,Low,18.2
352,Low,34.5
353,Low,36.5
354,Low,8.6
355,Low,47.5
356,Low,11.4
357,Low,49.7
358,Low,42.9
359,Low,46.0
360,Low,28.7
361,Low,9.2
362,High,59.2
363,High,66.2
364,Low,21.9
365,Low,10.1
366,Low,40.6
367,Low,39.2
368,Low,18.1
369,Low,13.4
370,Low,37.2
371,Low,46.7
372,Low,24.7
373,Low,20.3
374,Low,24.9
375,Low,18.7
376,Low,28.5
377,High,93.9
378,Low,38.6
379,Low,33.3
380,High,76.3
381,Low,32.4
382,Low,30.4
383,Low,10.9
384,Low,29.2
385,High,71.5
386,Low,27.3
387,Low,30.8
388,Low,19.1
389,Low,19.2
390,Low,26.9
391,Low,23.5
392,Low,30.6
393,High,64.0
394,Low,14.4
395,Low,16.8
396,Low,25.9
397,Low,27.0
398,Low,37.5
399,Low,16.3
400,High,89.9
401,High,86.9
402,Low,38.8
403,Low,23.7
404,Low,14.5
405,Low,10.2
406,Low,45.6
407,High,84.8
408,Low,17.9
409,Low,24.8
410,High,64.1
411,Low,11.0
412,Low,13.9
413,Low,27.0
414,High,84.8
415,Low,14.5
416,Low,9.2
417,High,72.0
418,Low,37.8
419,Low,28.2
420,Low,10.1
421,High,90.3
422,Low,17.3
423,High,57.6
424,Low,46.1
425,Low,43.7
426,Low,38.7
427,Low,37.0
428,High,51.8
429,Low,48.8
430,High,62.2
431,High,63.5
432,Low,34.3
433,Low,35.8
434,Low,45.5
435,Low,45.7
436,High,67.7
437,Low,20.6
438,Low,30.0
439,Low,31.0
440,High,51.0
441,Low,47.9
442,Low,10.1
443,Low,20.1
444,High,67.5
445,High,86.8
446,Low,17.6
447,Low,45.4
448,High,52.0
449,Low,48.3
450,High,67.5
451,Low,33.7
452,Low,15.4
453,Low,35.4
454,High,75.6
455,Low,39.2
456,Low,11.9
457,Low,28.2
458,Low,20.2
459,High,64.6
460,Low,38.1
461,Low,17.3
462,Low,18.1
463,Low,29.8
464,Low,23.9
465,Low,7.9
466,Low,36.5
467,Low,9.0
468,High,92.6
469,Low,13.3
470,Low,10.2
471,Low,28.8
472,Low,43.9
473,Low,28.3
474,Low,9.7
475,Low,9.3
476,High,71.1
477,Low,25.4
478,Low,38.6
479,Low,45.7
480,Low,20.7
481,Low,30.6
482,Low,8.0
483,Low,43.2
484,Low,34.2
485,High,65.4
486,Low,25.3
487,Low,15.8
488,Low,40.2
489,Low,9.3
490,High,55.3
491,Low,18.8
492,Low,37.9
493,Low,20.4
494,High,87.1
495,Low,34.0
496,Low,18.6
497,Low,26.6
498,Low,44.2
499,Low,19.5
500,High,61.8
501,Low,7.0
502,Low,20.5
503,High,85.5
504,Low,29.7
505,High,52.8
506,Low,9.0
507,Low,35.3
508,High,63.2
509,Low,7.7
510,Low,11.5
511,Low,12.9
512,Low,28.0
513,Low,11.8
514,Low,31.6
515,High,66.4
516,Low,14.2
517,High,70.9
518,Low,34.2
519,High,53.9
520,High,54.5
521,Low,48.5
522,High,61.9
523,Low,18.6
524,Low,23.2
525,High,86.5
526,Low,8.1
527,Low,17.7
528,Low,9.2
529,High,77.9
530,Low,20.7
531,High,51.9
532,Low,24.3
533,Low,21.2
534,Low,44.0
535,High,60.4
536,High,91.6
537,Low,32.7
538,Low,12.0
539,High,84.9
540,Low,45.9
541,Low,27.4
542,Low,9.7
543,High,51.4
544,High,87.0
545,High,71.8
546,Low,48.0
547,Low,15.5
548,Low,23.8
549,High,51.7
550,Low,21.5
551,Low,23.0
552,High,63.2
553,Low,38.3
554,Low,9.0
555,Low,40.9
556,High,91.2
557,Low,40.0
558,High,59.9
559,Low,25.2
560,Low,17.4
561,Low,26.9
562,High,53.3
563,Low,26.4
564,High,78.3
565,Low,38.4
566,Low,10.8
567,High,81.9
568,High,56.1
569,Low,19.7
570,Low,26.0
571,Low,48.5
572,High,80.5
573,Low,25.8
574,Low,27.4
575,Low,40.5
576,Low,6.2
577,Low,34.3
578,Low,21.2
579,High,53.1
580,Low,12.3
581,Low,15.3
582,Low,22.6
583,Low,25.6
584,Low,31.0
585,High,74.6
586,High,87.6
587,High,78.5
588,High,53.8
589,Low,36.6
590,High,73.9
591,Low,32.1
592,Low,44.4
593,Low,29.1
594,Low,32.9
595,Low,19.2
596,High,62.6
597,Low,23.1
598,Low,39.1
599,High,69.5
600,Low,26.5
601,High,67.8
602,Low,21.1
603,Low,19.0
604,Low,29.4
605,Low,32.6
606,Low,27.1
607,Low,22.1
608,Low,8.2
609,Low,11.6
610,High,88.5
611,Low,37.4
612,Low,12.1
613,High,54.9
614,Low,33.8
615,Low,23.1
616,Low,35.0
617,Low,36.7
618,High,88.9
619,High,56.6
620,Low,14.3
621,Low,44.8
622,Low,41.5
623,Low,49.3
624,Low,23.6
625,High,72.0
626,Low,44.1
627,Low,22.3
628,High,53.1
629,Low,24.1
630,Low,39.8
631,High,87.9
632,High,85.3
633,Low,37.5
634,Low,41.9
635,Low,23.1
636,Low,37.2
637,Low,11.1
638,High,63.5
639,High,52.9
640,Low,43.9
641,High,84.7
642,Low,36.8
643,Low,25.6
644,High,58.6
645,High,57.8
646,Low,46.8
647,Low,8.3
648,Low,37.8
649,Low,13.1
650,Low,15.5
651,Low,25.8
652,Low,49.3
653,High,66.2
654,High,68.2
655,Low,16.7
656,Low,25.5
657,Low,21.2
658,High,59.0
659,High,53.6
660,Low,10.6
661,Low,39.7
662,High,62.5
663,Low,8.4
664,Low,19.6
665,Low,14.7
666,Low,9.9
667,Low,27.9
668,Low,7.9
669,High,65.3
670,Low,45.7
671,High,64.3
672,Low,15.6
673,Low,27.7
674,Low,19.2
675,Low,9.3
676,Low,9.9
677,Low,29.0
678,High,65.2
679,Low,6.8
680,Low,18.8
681,High,63.5
682,High,60.5
683,Low,45.8
684,Low,40.8
685,Low,38.2
686,High,64.6
687,Low,20.1
688,High,77.2
689,High,76.7
690,Low,41.3
691,Low,29.9
692,Low,42.3
693,Low,39.7
694,Low,8.8
695,High,65.8
696,Low,19.5
697,High,51.9
698,High,59.0
699,Low,9.7
700,Low,27.7
701,Low,10.8
702,Low,27.5
703,High,53.2
704,Low,9.1
705,Low,16.5
706,High,82.9
707,Low,26.7
708,Low,25.4
709,Low,10.5
710,Low,32.4
711,High,88.0
712,Low,43.9
713,High,50.9
714,High,60.6
715,High,72.8
716,Low,10.8
717,Low,42.5
718,Low,24.3
719,Low,32.0
720,Low,43.1
721,High,55.0
722,Low,46.4
723,Low,9.9
724,Low,41.9
725,Low,28.9
726,Low,36.9
727,Low,11.8
728,Low,20.0
729,High,63.7
730,High,85.3
731,Low,22.2
732,Low,8.3
733,Low,39.2
734,Low,47.6
735,High,62.3
736,High,62.6
737,Low,40.6
738,Low,35.8
739,Low,28.7
740,Low,20.4
741,Low,25.0
742,Low,22.6
743,Low,28.3
744,High,92.3
745,Low,21.8
746,Low,12.1
747,Low,41.3
748,High,65.6
749,Low,33.4
750,High,55.3
751,Low,19.5
752,High,79.9
753,Low,30.9
754,Low,30.7
755,Low,31.9
756,Low,28.2
757,Low,33.0
758,Low,8.4
759,Low,41.7
760,High,55.0
761,High,72.1
762,Low,42.3
763,Low,40.0
764,Low,42.4
765,High,93.3
766,Low,41.0
767,Low,5.3
768,High,83.7
769,Low,41.2
770,High,60.6
771,Low,30.6
772,Low,35.6
773,Low,6.7
774,Low,43.6
775,High,75.7
776,Low,31.4
777,High,88.7
778,Low,36.9
779,Low,7.2
780,Low,44.3
781,Low,9.0
782,Low,11.5
783,Low,13.1
784,Low,13.2
785,High,62.7
786,Low,31.1
787,Low,9.6
788,Low,46.6
789,Low,14.2
790,High,54.5
791,Low,15.8
792,Low,28.6
793,High,77.6
794,Low,32.1
795,Low,30.8
796,Low,31.3
797,High,62.7
798,Low,36.5
799,Low,22.5
800,High,54.0
801,Low,26.1
802,Low,41.8
803,Low,17.9
804,Low,7.2
805,Low,29.4
806,High,61.2
807,Low,35.2
808,Low,6.2
809,High,54.0
810,Low,41.7
811,Low,16.2
812,Low,39.5
813,Low,6.9
814,High,76.4
815,Low,11.7
816,Low,28.1
817,Low,9.5
818,High,70.5
819,Low,21.4
820,Low,49.0
821,Low,33.0
822,Low,43.7
823,Low,46.6
824,Low,49.5
825,Low,15.9
826,Low,20.3
827,Low,21.7
828,Low,24.8
829,Low,19.9
830,Low,15.7
831,Low,10.6
832,Low,43.1
833,Low,22.0
834,Low,24.5
835,Low,10.3
836,Low,30.2
837,Low,14.0
838,High,64.2
839,High,55.8
840,Low,34.3
841,High,85.9
842,Low,46.0
843,Low,32.8
844,High,53.3
845,High,75.0
846,High,75.2
847,Low,18.4
848,Low,26.8
849,High,70.8
850,Low,15.6
851,High,67.6
852,High,70.5
853,Low,43.4
854,Low,19.7
855,Low,20.6
856,Low,10.0
857,High,85.0
858,Low,27.7
859,Low,25.1
860,High,65.6
861,High,75.4
862,Low,36.9
863,Low,46.1
864,Low,20.1
865,Low,15.3
866,Low,11.8
867,Low,19.2
868,High,86.0
869,High,54.3
870,Low,40.2
871,Low,33.1
872,High,81.6
873,Low,21.9
874,Low,7.8
875,Low,22.7
876,High,53.2
877,Low,21.4
878,Low,17.6
879,Low,41.0
880,Low,46.6
881,High,75.3
882,High,78.6
883,Low,42.2
884,High,78.8
885,Low,47.8
886,Low,8.1
887,Low,44.2
888,Low,18.8
889,Low,24.9
890,High,58.7
891,Low,44.5
892,Low,13.3
893,High,58.0
894,High,77.1
895,Low,30.8
896,Low,25.4
897,Low,15.0
898,High,60.0
899,High,62.6
900,Low,38.7
901,Low,37.4
902,Low,22.0
903,High,61.2
904,Low,27.1
905,High,92.2
906,High,58.0
907,Low,23.5
908,High,86.1
909,Low,28.0
910,Low,8.3
911,Low,21.7
912,High,66.2
913,Low,35.9
914,Low,44.5
915,Low,34.4
916,High,82.0
917,Low,38.5
918,High,50.7
919,Low,16.2
920,Low,26.3
